,name,text
2579,M2710 Beat Twist,"GSM GSM 850 / 900 / 1800 / 1900 Class 10 Class 6 2009, June. Released 2009, July Discontinued 96.5 x 47 x 16.3 mm (3.80 x 1.85 x 0.64 in) 85 g (3.00 oz) Mini-SIM TFT, 65K colors 2.0 inches, 12.6 cm2 (~27.9% screen-to-body ratio) 144 x 176 pixels (~114 ppi density) microSDHC (dedicated slot) 1000 contacts, Photo call Yes 50MB 2 MP Yes No Yes, with stereo speakers Yes Dedicated music keys No 2.0, A2DP No Stereo FM radio, RDS, recording microUSB 2.0 Accelerometer SMS, EMS, MMS, Email WAP 2.0/xHTML Yes + downloadable Yes, MIDP 2.0 Motion Play shake control
Auto EQ automatic equalizer
Find Music recognition service
Turn-to-mute
MP3/e-AAC+/WMA player
MP4/3GP player
Organizer
Voice memo
Predictive text input Removable Li-Ion 800 mAh battery Up to 300 h Up to 5 h Black, white About 70 EUR "
2580,T349,"GSM GSM 850 / 1800 / 1900 Class 10 Class 10 2009, May. Released 2009, May Discontinued 114 x 50 x 13.5 mm (4.49 x 1.97 x 0.53 in) 90.7 g (3.17 oz) QWERTY Mini-SIM TFT, 256K colors 2.2 inches, 15.2 cm2 (~26.7% screen-to-body ratio) 176 x 220 pixels (~128 ppi density) microSDHC (dedicated slot) 1000 contacts, Photocall Yes 1.3 MP Yes No Yes No No 2.0, A2DP No No 2.0  SMS, MMS, Email, IM WAP 2.0 / xHTML Yes Yes, MIDP 2.0 Windows Live, Yahoo!, AOL
Organizer
MP3 player
Voice memo
Web2go
T-Mobile myFaves
Predictive text input Removable Li-Ion battery Up to 300 h Up to 7 h Black 1.05 W/kg (head)     0.95 W/kg (body) About 70 EUR "
2581,S3310,"GSM GSM 850 / 900 / 1800 / 1900 Class 12 Class 12 2009, February. Released 2009 Discontinued 109.9 x 46 x 10.9 mm (4.33 x 1.81 x 0.43 in) 77 g (2.72 oz) Mini-SIM TFT, 16M colors 2.1 inches, 13.7 cm2 (~27.0% screen-to-body ratio) 240 x 320 pixels, 4:3 ratio (~190 ppi density) microSDHC (dedicated slot) 1000 contacts, Photocall Yes 30MB 2 MP 320p@15fps No Yes No No 2.0, A2DP No Stereo FM radio, RDS 2.0  SMS, MMS, Email WAP 2.0/xHTML, HTML (NetFront) Yes + downloadable Yes, MIDP 2.0 MP3/eAAC+/WAV/WMA player
MP4/H.263 player
Organizer
Voice memo
Predictive text input Removable Li-Ion 880 mAh battery Up to 250 h Up to 3 h 30 min Silver 0.28 W/kg (head)     0.25 W/kg (body) 0.41 W/kg (head) About 80 EUR "
2582,C3060R,"GSM GSM 900 / 1800 Class 10 No 2009, May. Released 2009, June Discontinued 114 x 48.4 x 15.4 mm (4.49 x 1.91 x 0.61 in) 95 g (3.35 oz) Mini-SIM TFT, 256K colors 2.2 inches, 15.2 cm2 (~27.6% screen-to-body ratio) 176 x 220 pixels (~128 ppi density) No 500 entries, Photocall Yes 15MB 1.3 MP 176x144@15fps No Yes No No Yes No FM radio 2.0  SMS, MMS WAP 2.0/xHTML (NetFront ) Yes + downloadable Yes, MIDP 2.0 Mobile Tracker 
Organizer
Voice memo
Predictive text input Removable Li-Ion 960 mAh battery Up to 420 h Up to 9 h Black 0.81 W/kg (head) About 80 EUR "
2583,A177,"GSM GSM 850 / 900 / 1800 / 1900 Class 10 Class 10 2009, May. Released 2009, May Discontinued 109 x 59 x 12 mm (4.29 x 2.32 x 0.47 in) 88 g (3.10 oz) QWERTY Mini-SIM TFT, 65K colors 2.2 inches, 15.2 cm2 (~23.7% screen-to-body ratio) 220 x 176 pixels (~128 ppi density) No 500 entries Yes 64MB (14MB user available) VGA No No Yes No No 2.0 No No 2.0  SMS, MMS, Email, IM WAP 2.0 / xHTML Yes Yes, MIDP 2.0 MP3/MP4 player
Windows Live, Yahoo!, AOL
Currency Converter 
Voice memo
Predictive text input Removable Li-Ion 800 mAh battery Up to 240 h Up to 5 h Black 0.72 W/kg (head)     1.05 W/kg (body) About 60 EUR "
2584,A657,"GSM / HSPA GSM 850 / 900 / 1800 / 1900 HSDPA 850 / 1900 HSPA 3.6/0.384 Mbps 2009, April. Released 2009, Q2 Discontinued 115 x 52 x 19.5 mm (4.53 x 2.05 x 0.77 in) 123 g (4.34 oz) Mini-SIM Dust, shock and splash resistant
Flashlight TFT, 256K colors 1.9 inches, 11.4 cm2 (~19.0% screen-to-body ratio) 176 x 220 pixels (~148 ppi density) Wallpapers microSDHC (dedicated slot) 1000 entries Yes 128MB No Yes No No 2.0, A2DP No No 2.0  SMS, MMS, Email WAP 2.0/xHTML Yes + downloadable Yes, MIDP 2.0 MP3/eAAC+/WMA player
MP4/H.263 player
Push to Talk
Organizer
Voice memo
Stopwatch
Predictive text input Removable Li-Ion 1420 mAh battery Up to 250 h Up to 3 h Black 1.46 W/kg (head)     0.73 W/kg (body) "
2585,i8910 Omnia HD,"GSM / HSPA GSM 850 / 900 / 1800 / 1900 HSDPA 900 / 1900 / 2100 HSPA 7.2/5.76 Mbps 2009, February. Released 2009, May Discontinued 123 x 58 x 12.9 mm (4.84 x 2.28 x 0.51 in) 148 g (5.22 oz) Mini-SIM AMOLED 3.7 inches, 37.7 cm2 (~52.9% screen-to-body ratio) 360 x 640 pixels, 16:9 ratio (~198 ppi density) Corning Gorilla Glass TouchWiz UI 2.0 Symbian 9.4 Series 60 rel. 5 600 MHz Cortex-A8 PowerVR SGX microSDHC (dedicated slot) 8GB 256MB RAM, 16GB 256MB RAM 8 MP, AF LED flash 720p@24fps CIF videocall camera Yes, with stereo speakers Yes Virtual 5.1 channel Wi-Fi 802.11 b/g, DLNA 2.0, A2DP GPS, A-GPS Stereo FM radio, RDS microUSB 2.0 Accelerometer, proximity, compass WAP 2.0/xHTML, HTML, Opera 9.5, RSS reader AVI(DiVX/XviD)/WMV/RV/MP4/3GP player
MP3/WMA/WAV/RA/AAC/M4A player
Organizer
TV-out (for SD content only)
Document viewer (Word, Excel, PowerPoint, PDF)
Voice memo
Predictive text input Removable Li-Ion 1500 mAh battery Up to 600 h (2G) / Up to 450 h (3G) Up to 13 h 30 min (2G) / Up to 6 h 30 min (3G) Black, Champagne Gold, Luxury Brown 1.07 W/kg (head)     0.65 W/kg (body) 0.43 W/kg (head) About 150 EUR Photo Voice 74dB / Noise 74dB / Ring 78dB Noise -87.6dB / Crosstalk -85.2dB "
2586,C6625,"GSM / HSPA GSM 900 / 1800 / 1900 HSDPA 2100 HSPA 3.6/0.384 Mbps 2008, October. Released 2009, March Discontinued 113.3 x 63 x 11.9 mm (4.46 x 2.48 x 0.47 in) 109 g (3.84 oz) QWERTY Mini-SIM TFT,  256K colors 2.6 inches, 20.9 cm2 (~29.3% screen-to-body ratio) 320 x 240 pixels, 4:3 ratio (~154 ppi density) Microsoft Windows Mobile 6.1 Standard 393 MHz STMicroelectronics Nomadik STn8810 microSDHC (dedicated slot) 100MB 2 MP 480p@25fps Videocall camera Yes No No 2.0, A2DP GPS, A-GPS Stereo FM radio, RDS 2.0  WAP 2.0 / HTML Pocket Office 
Voice memo/dial
MP3/AAC/AAC+/WMA/OGG/AMR player
WMV/MP4 player
Predictive text input Removable Li-Ion 1300 mAh battery Up to 300 h Up to 7 h Black, Wine red, Apple green, Navy blue 0.55 W/kg (head)     0.68 W/kg (body) 0.66 W/kg (head) About 140 EUR "
2587,C5212,"GSM GSM 900 / 1800 - SIM 1 GSM 900 / 1800 - SIM 2 Class 10 Class 10 2009, February. Released 2009, May Discontinued 112.7 x 48.6 x 14.3 mm (4.44 x 1.91 x 0.56 in) 98.7 g (3.46 oz) Dual SIM (Mini-SIM) TFT, 256K colors 2.2 inches, 15.2 cm2 (~27.8% screen-to-body ratio) 176 x 220 pixels (~128 ppi density) microSDHC (dedicated slot) 1000 entries, Photocall 30 received, dialed and missed calls 60MB 1.3 MP QCIF@15fps No Yes No No 2.1, A2DP No Stereo FM radio, RDS, recording 2.0  SMS, MMS, Email WAP 2.0/xHTML Yes Yes, MIDP 2.0 MP3/eAAC+/WAV player
MP4/H.264 player
Organizer
Voice memo
Predictive text input Removable Li-Ion 1000 mAh battery Up to 280 h Up to 10 h Black 0.65 W/kg (head) About 90 EUR "
2588,i640,"GSM / HSPA GSM 900 / 1800 / 1900 HSDPA 2100 HSPA 3.6/0.384 Mbps 2008, February. Released 2008, February Discontinued 94.4 x 61 x 16.9 mm (3.72 x 2.40 x 0.67 in) 148 g (5.22 oz) QWERTY Mini-SIM TFT, 65K colors 2.4 inches, 17.8 cm2 (~31.0% screen-to-body ratio) 320 x 240 pixels, 4:3 ratio (~167 ppi density) Jog Dial Microsoft Windows Mobile 6.0 Standard 32-bit Intel XScale PXA270 416 MHz microSD (dedicated slot) 64MB RAM, 128MB ROM 2 MP Yes VGA videocall camera  Yes Vibration; Downloadable polyphonic, MP3 ringtones No No 2.0 No No 1.1  WAP 2.0/xHTML, HTML, RSS feeds WMV/3GP/MP4 player
WMA/MP3/AAC+ player
Organizer
Pocket Office 
Voice memo Removable Li-Ion 1000 mAh battery Up to 250 h Up to 6 h Silver 1.18 W/kg (head)     1.12 W/kg (body) About 150 EUR "
2589,L320,"GSM GSM 900 / 1800 / 1900 Yes Yes 2008, January. Released 2008, February Discontinued 89 x 45.5 x 23.5 mm (3.50 x 1.79 x 0.93 in)  Mini-SIM TFT, 65K colors 1.9 inches, 11.4 cm2 (~28.1% screen-to-body ratio) 176 x 220 pixels (~148 ppi density) Second external OLED 4Gry display (176 x 16 pixels) microSD (dedicated slot) 1000 x 12 fields, Photo call 30 dialed, 30 received, 30 missed calls 20MB 2 MP Yes No Yes Vibration; Downloadable polyphonic, MP3 ringtones No No 2.0, A2DP No No 1.1  SMS, EMS, MMS, Email WAP 2.0/xHTML Yes + downloadable Yes, MIDP 2.0 MP3/AAC/ACC+ player
Predictive text input
Organizer
Female applications (shopping list, calories consuption, fragrance type)
Voice memo Removable battery Black 1.38 W/kg (head)     0.34 W/kg (body) 0.82 W/kg (head) About 110 EUR "
2590,M610,"GSM GSM 900 / 1800 / 1900 Class 10 Class 10 2007, October. Released 2007, November Discontinued 99 x 45 x 17.5 mm (3.90 x 1.77 x 0.69 in) 90 g (3.17 oz) Mini-SIM CSTN, 65K colors 1.77 inches, 9.9 cm2 (~22.1% screen-to-body ratio) 128 x 160 pixels (~116 ppi density) microSD (dedicated slot) 500 entries 30 dialed, 30 received, 30 missed calls 5MB VGA Yes No Yes Vibration; Downloadable polyphonic, MP3 ringtones No No 2.0, A2DP No FM radio 1.1  SMS, EMS, MMS WAP 2.0/xHTML Yes + downloadable Yes, MIDP 2.0 Video player
MP3/AAC/AAC+/eAAC+/WMA player
Predictive text input
Organizer
Voice memo Removable Li-Ion 800 mAh battery Up to 250 h Up to 5 h Black, Blue 0.37 W/kg (head)     0.53 W/kg (body) 0.32 W/kg (head) About 60 EUR "
2591,M600,"GSM GSM 900 / 1800 / 1900 Class 10 No 2007, Q3 Discontinued 92 x 46 x 15.2 mm (3.62 x 1.81 x 0.60 in) 79 g (2.79 oz) Mini-SIM TFT, 65K colors 1.78 inches, 9.8 cm2 (~23.2% screen-to-body ratio) 120 x 160 pixels, 4:3 ratio (~112 ppi density) No 500 entries, Photocall 30 dialed, 30 received, 30 missed calls 1.5MB VGA No No Yes Vibration; Downloadable polyphonic, MP3 ringtones No No No No FM radio No  SMS, EMS, MMS WAP 2.0/xHTML Yes + downloadable Yes, MIDP 2.0 Predictive text input
Organizer
Voice memo Removable Li-Ion 800 mAh battery Up to 220 h Up to 2 h 30 min Black 0.32 W/kg (head)     0.47 W/kg (body) 0.51 W/kg (head) About 70 EUR "
2592,S720i,"GSM GSM 900 / 1800 / 1900 Yes Yes 2007, July. Released 2008 Discontinued 96.5 x 46 x 17.7 mm (3.80 x 1.81 x 0.70 in) 88 g (3.10 oz) Mini-SIM TFT, 65K colors 2.0 inches, 12.6 cm2 (~28.4% screen-to-body ratio) 128 x 160 pixels (~102 ppi density) microSD (dedicated slot) 1000 entries, Photocall 30 dialed, 30 received, 30 missed calls 20MB 1.3 MP CIF No Yes Vibration; Downloadable polyphonic ringtones No No 2.0, A2DP No No 2.0  SMS, MMS, Email i-mode Yes + downloadable Yes, DoJa 1.5 MP3/AAC/ACC+ player
Predictive text input
Photo editor
Organizer
Voice memo Removable Li-Ion 800 mAh battery Up to 290 h Up to 6 h Anthracite "
2593,F700,"GSM / HSPA GSM 900 / 1800 / 1900 HSDPA 2100 HSPA 3.6/0.384 Mbps 2007, February. Released 2007, December Discontinued 112 x 56 x 15.9 mm (4.41 x 2.20 x 0.63 in) 139 g (4.90 oz) QWERTY Mini-SIM TFT resistive touchscreen, 256K colors 3.2 inches, 27.8 cm2 (~44.3% screen-to-body ratio) 240 x 440 pixels, 17:9 ratio (~157 ppi density) microSD (dedicated slot) 1000 entries, Photocall 30 dialed, 30 received, 30 missed calls 112MB 3.15 MP, AF LED flash Yes VGA videocall camera  Yes Vibration; Downloadable polyphonic, MP3 ringtones Yes No 2.0, A2DP No No Proprietary  SMS, EMS, MMS, Email, Instant Messaging WAP 2.0/xHTML, HTML Yes Yes, MIDP 2.0 H.264/MP4 player
MP3/AAC/AAC+ player
Organizer
Google Maps
Document viewer (Word, Excel, PowerPoint, PDF) Removable Li-Ion 1000 mAh battery Up to 300 h Up to 4 h 30 min Black 0.41 W/kg (head) 0.08 W/kg (head) About 280 EUR Voice 73dB / Noise 69dB / Ring 74dB Noise -81.6dB / Crosstalk -82.1dB "
2594,P110,"GSM GSM 900 / 1800 / 1900 Class 10 Yes 2007, February Cancelled 91 x 47 x 19.5 mm (3.58 x 1.85 x 0.77 in)  QWERTY Mini-SIM TFT, 65K colors 2.1 inches, 13.9 cm2 (~32.4% screen-to-body ratio) 176 x 220 pixels (~134 ppi density) Automatic switching display No Yes 20 dialed, 20 received, 20 missed calls 25MB VGA Yes No Yes Vibration; Downloadable polyphonic, MP3 ringtones No No 2.0, A2DP No No 2.0  SMS, MMS, Instant Messaging WAP 2.0/xHTML Yes + downloadable Yes, MIDP 2.0 Removable battery Black "
2595,E740,"GSM GSM 900 / 1800 / 1900 Class 10 Class 10 2007, February Discontinued 97 x 46 x 15.9 mm (3.82 x 1.81 x 0.63 in) 92 g (3.25 oz) Mini-SIM TFT, 256K colors 2.0 inches, 12.6 cm2 (~28.2% screen-to-body ratio) 176 x 220 pixels (~141 ppi density) Smooth scroll wheel microSD (dedicated slot) 1000 contacts, Photocall 20 dialed, 20 received, 20 missed calls 30MB 2 MP QCIF No Yes Vibration; Downloadable polyphonic, MP3 ringtones No No 2.0, A2DP No FM radio 2.0  SMS, EMS, MMS, Email WAP 2.0/xHTML Yes + downloadable Yes, MIDP 2.0 MP3/AAC/AAC+ player
Predictive text input
Organizer Removable Li-Ion 880 mAh battery Up to 200 h Up to 3 h 30 min Red 0.33 W/kg (head)     0.28 W/kg (body) 0.39 W/kg (head) About 120 EUR "
2596,E210,"GSM GSM 900 / 1800 / 1900 Class 10 Class 10 2007, August Discontinued 91 x 45 x 18 mm (3.58 x 1.77 x 0.71 in) 89 g (3.14 oz) Mini-SIM TFT, 65K colors 1.9 inches, 11.4 cm2 (~27.7% screen-to-body ratio) 128 x 160 pixels (~108 ppi density) Second external mono OLED display (96 x 96 pixels) microSD (dedicated slot) 1000 entries, Photocall 30 dialed, 30 received, 30 missed calls 17MB 1.3 MP QCIF No Yes Vibration; Downloadable polyphonic, MP3 ringtones No No 1.2, A2DP No Stereo FM radio, RDS 1.1  SMS, EMS, MMS WAP 2.0/xHTML Yes Yes, MIDP 2.0 MP3/AAC/AAC+ player 
Predictive text input
Organizer
Voice memo Removable Li-Ion 800 mAh battery Up to 220 h Up to 3 h 30 min Black, Blue 1.39 W/kg (head)     1.21 W/kg (body) 0.66 W/kg (head) About 90 EUR "
2597,X530,"GSM GSM 900 / 1800 / 1900 Class 10 No 2006, October Discontinued 95 x 45 x 18 mm (3.74 x 1.77 x 0.71 in) 79 g (2.79 oz) Mini-SIM TFT, 65K colors 1.9 inches, 30 x 38 mm, 11.4 cm2 (~26.6% screen-to-body ratio) 128 x 160 pixels (~108 ppi density) No 1000 entries, Photocall 20 dialed, 20 received, 20 missed calls 100 short messages
700 KB for MMS
500 KB for Java
600 KB for sounds and images VGA No No Yes Vibration; Downloadable polyphonic ringtones No No No No Yes No Proprietary  SMS, EMS, MMS WAP 1.2 Yes Yes, MIDP 2.0 MP3/AAC/AAC+ player
Predictive text input
Organizer
Voice memo Removable Li-Ion 750 mAh battery Up to 250 h Up to 3 h 30 min Silver, Blue, Pink 0.22 W/kg (head)     0.24 W/kg (body) 0.37 W/kg (head) About 80 EUR "
2598,E690,"GSM GSM 900 / 1800 / 1900 Class 10 Yes 2006, November Discontinued 94 x 48 x 15.9 mm (3.70 x 1.89 x 0.63 in) 95 g (3.35 oz) Mini-SIM TFT, 65K colors 2.0 inches, 12.6 cm2 (~27.9% screen-to-body ratio) 128 x 160 pixels (~102 ppi density) Second external UFB display, 65K colors (96 x 96 pixels) microSD (dedicated slot) Yes 20 dialed, 20 received, 20 missed calls 16MB VGA Yes No Yes Vibration; Downloadable polyphonic, MP3 ringtones No No 2.0 No FM radio 1.1  SMS, MMS, Email WAP 2.0/xHTML Yes + downloadable Yes, MIDP 2.0 MP3/AAC/ACC+ player
Predictive text input
Organizer
SyncML DS1.1
Voice memo Removable Li-Ion 800 mAh battery Up to 250 h Up to 4 h Silver, Pink 0.50 W/kg (head)     0.62 W/kg (body) 0.71 W/kg (head) About 100 EUR "
2599,E570,"GSM GSM 900 / 1800 / 1900 Class 10 Yes 2006, October Discontinued 86 x 45 x 24 mm (3.39 x 1.77 x 0.94 in) 81 g (2.86 oz) Mini-SIM TFT, 65K colors 1.8 inches, 10.2 cm2 (~26.3% screen-to-body ratio) 176 x 220 pixels (~157 ppi density) Second external OLED mono display (176 x 16 pixels) microSD (dedicated slot) 1000 x 12 fields, Photo call 30 dialed, 30 received, 30 missed calls 20 MB for pictures, video, music, ringtones
3 MB for MMS
2 MB for Java 1.3 MP QCIF No Yes Vibration; Downloadable polyphonic, MP3 ringtones No No 1.2, A2DP No No 1.2  SMS, EMS, MMS, Email WAP 2.0/xHTML Yes + downloadable Yes, MIDP 2.0 MP4 player
MP3/AAC/ACC+ player
Predictive text input
Organizer
Pedometer, calories burned
Voice memo Removable Li-Ion 750 mAh battery Up to 250 h Up to 6 h Sweet Pink, Festival Orange, Metallic Blue, Special Silver, Viola Black. 0.63 W/kg (head)     0.36 W/kg (body) 0.75 W/kg (head) About 120 EUR "
2600,S400i,"GSM GSM 900 / 1800 / 1900 Yes Yes 2006, February Discontinued 91 x 45 x 20.9 mm (3.58 x 1.77 x 0.82 in) 88 g (3.10 oz) Mini-SIM TFT, 256K colors 1.8 inches, 10.2 cm2 (~24.9% screen-to-body ratio) 176 x 220 pixels (~157 ppi density) No 1000 entries, Photocall 20 dialed, 20 received, 20 missed calls 13MB VGA LED flash Yes No No Vibration; Downloadable polyphonic, AAC ringtones No No Yes No No Proprietary  SMS, EMS, MMS, Email i-mode Yes + downloadable Yes, DoJa 2.5 AAC/M4A player
Predictive text input
Organizer
Voice memo Removable Li-Ion battery Up to 150 h Up to 3 h Black 0.36 W/kg (head)     0.40 W/kg (body) 0.66 W/kg (head) "
2601,E640,"GSM GSM 900 / 1800 / 1900 Class 10 No 2005, Q1 Discontinued 85.5 x 45.1 x 23.5 mm (3.37 x 1.78 x 0.93 in) 90 g (3.17 oz) Mini-SIM TFT, 256K colors  176 x 220 pixels Second external OLED dispalay, 65K colors (80 x 64 pixels) No Yes 20 dialed, 20 received, 20 missed calls 32MB 1.3 MP LED flash QCIF No No Vibration; Downloadable polyphonic, MP3 ringtones No No 1.2 No No Proprietary  SMS, MMS, EMail WAP 2.0/xHTML Yes + downloadable Yes, MIDP 2.0 MP3/AAC+/MP4 player
Predictive text input
Organizer
SyncML
vCalendar
vCard Removable Li-Ion 820 mAh battery Silver 0.76 W/kg (head) "
2602,E530,"GSM GSM 900 / 1800 Class 10 No 2005, Q1 Discontinued 86 x 43 x 26 mm (3.39 x 1.69 x 1.02 in) 85 g (3.00 oz) Mini-SIM TFT, 256K colors  176 x 220 pixels Second external OLED display, 65K colors (96 x 96 pixels) No 1000 x 12 fields, Photo call 20 dialed, 20 received, 20 missed calls 80 MB internal memory for photos, video, music
4 MB for Java
3 MB for EMail
1.4 MB for MMS
200 short messages 1 MP LED flash Yes No No Vibration; Downloadable polyphonic, MP3 ringtones No No 1.1 No No Proprietary  SMS, EMS, MMS, Email WAP 2.0/xHTML Bobby Carrot, Airship Racing, Arch Angel, Freekick + Downloadable Yes, MIDP 2.0; CLDC 1.0 MP4 player
MP3/AAC player
Predictive text input
Organizer
SyncML
Voice memo
Women’s Life apps (in some firmware versions) Removable Li-Ion 820 mAh battery Up to 200 h Up to 5 h Orange, Pink, Silver, Blue 0.76 W/kg (head) "
2603,C210,"GSM GSM 900 / 1800 / 1900 GSM 850 / 1800 / 1900 - Samsung C216 Class 10 No 2005, Q3 Discontinued 105 x 43 x 19 mm (4.13 x 1.69 x 0.75 in) 69 g (2.43 oz) Mini-SIM UFB, 65K colors 1.5 inches, 7.3 cm2 (~16.1% screen-to-body ratio) 128 x 128 pixels, 5 lines, 1:1 ratio (~121 ppi density) No 1000 entries x 4 fields 20 dialed, 20 received, 20 missed calls 700 KB for MMS
600 KB for ringtones
512 KB for Java
100 KB for voice memo (5 x 30 sec.) 
200 short messages No No Vibration; Downloadable polyphonic ringtones No No No No No   SMS, EMS, MMS WAP 1.2 4 - BubbleSmile, Fun2Link, UltimateGolf, MobileChess + downloadable Yes, MIDP 2.0 Predictive text input
Organizer
Voice memo
Currency convertor Removable Li-Ion 800 mAh battery Up to 220 h Up to 5 h 30 min Black, Blue 0.35 W/kg (head) "
2604,D500,"GSM GSM 900 / 1800 / 1900 Class 10 Yes (in D500E version only) 2004, Q4 Discontinued 93.5 x 45.7 x 23.5 mm (3.68 x 1.80 x 0.93 in) 99 g (3.49 oz) Mini-SIM TFT, 256K colors 1.9 inches, 11.4 cm2 (~26.6% screen-to-body ratio) 176 x 220 pixels (~148 ppi density) No 1000 x 12 fields, Photo call 20 dialed, 20 received, 20 missed calls 96 MB shared memory for photos, video, MMS, MP3 files
4 MB for Java
200 short messages
400 calendar events 1.3 MP LED flash Yes No Yes Vibration; Downloadable polyphonic, MP3 ringtones No No 1.1 No Yes No Proprietary  SMS, EMS, MMS, Email WAP 2.0/xHTML 3 + downloadable Yes, MIDP 2.0 MP3/MP4/AAC player
Predictive text input
SyncML
Organizer
Voice memo Removable Li-Ion 800 mAh battery Up to 300 h Up to 6 h 30 min Standard battery, Li-Ion 1000 mAh Up to 380 h Up to 8 h Silver, Black 0.51 W/kg (head) "
2605,Y27,"GSM / HSPA / LTE GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 HSDPA 850 / 900 / 2100 1, 3, 5, 8, 20, 28, 38, 40, 41 HSPA, LTE 2023, July 20 Available. Released 2023, July 20 164.1 x 76.2 x 8.1 mm (6.46 x 3.00 x 0.32 in) 190 g (6.70 oz) Glass front, plastic frame, plastic back Dual SIM (Nano-SIM, dual stand-by) IPS LCD, 600 nits (peak) 6.64 inches, 106.8 cm2 (~85.4% screen-to-body ratio) 1080 x 2388 pixels (~395 ppi density) Android 13, Funtouch 13 Mediatek MT6769 Helio G85 (12nm) Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55) Mali-G52 MC2 No 128GB 6GB RAM 50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (depth) LED flash, panorama 1080p@30fps 8 MP, f/2.0, (wide) 1080p@30fps Yes Yes Wi-Fi 802.11 a/b/g/n/ac, dual-band 5.0, A2DP, LE GPS, GLONASS, GALILEO, BDS No No USB Type-C 2.0, OTG Fingerprint (side-mounted), accelerometer, proximity, compass Li-Po 5000 mAh, non-removable 44W wired, 29% in 15 min (advertised)
Reverse wired Burgundy Black, Sea Blue V2249 About 140 EUR "
2606,iQOO 11S,"GSM / CDMA / HSPA / CDMA2000 / LTE / 5G GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 CDMA 800 HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 CDMA2000 1x 1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41 1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA HSPA, LTE-A, 5G 2023, July 04 Available. Released 2023, July 10 164.9 x 77.1 x 8.4 mm or 8.7 mm 207 g or 210 g (7.30 oz) Dual SIM (Nano-SIM, dual stand-by) LTPO4 AMOLED, 1B colors, 144Hz, HDR10+, 1800 nits (peak) 6.78 inches, 111.0 cm2 (~87.3% screen-to-body ratio) 1440 x 3200 pixels, 20:9 ratio (~518 ppi density) Corning Gorilla Glass Victus Android 13, OriginOS 3 (China) Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm) Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510) Adreno 740 No 256GB 12GB RAM, 256GB 16GB RAM, 512GB 16GB RAM, 1TB 16GB RAM UFS 4.0 50 MP, f/1.9, 23mm (wide), 1/1.49"", 1.0µm, PDAF, OIS
13 MP, f/2.5, 47mm (telephoto), PDAF, 2x optical zoom
8 MP, f/2.2, 16mm (ultrawide) Dual-LED flash, HDR, panorama 8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps, gyro-EIS 16 MP, f/2.5, (wide) HDR 1080p@30fps, gyro-EIS Yes, with stereo speakers No 24-bit/192kHz audio Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct 5.3, A2DP, LE, aptX HD GPS, GLONASS, GALILEO, BDS, NavIC Yes Yes No USB Type-C 2.0, OTG Fingerprint (under display, optical), accelerometer, gyro, proximity, compass Li-Po 4700 mAh, non-removable 200W wired, PD3.0, UFCS Black, Sky Blue, Legendary White (BMW M branding) V2304A About 500 EUR "
